final_price,available_for_delivery,available_for_pickup,brand,review_count,product_id,product_name,category_name,root_category_name,rating,initial_price,discount
40.0,True,False,MERITLIFE,1605,331094227,"MERITLIFE Waterproof Mattress Pads, Full",Pillow Top Mattress Toppers,Home,4.2,99.0,59.01
70.0,True,False,Aireolux,82,1774925941,"TENCEL Lyocell Queen Sheet Set, 500 Thread Count Temperature-Regulating, Ultra Soft & Silky 4-Piece Set Taupe by Aireolux",Sateen Sheets,Home,4.8,83.99,14.0
96.0,True,False,Amay's,3,3972776250,Amay Rod Pocket Window Curtain Panel Silver Grey 84 Inch Wide by 72 Inch Long-1 Panel,Shop Curtains,Home,5,120.0,24.0
24.0,True,False,Hobibear,189,1997340049,HOBIBEAR Boys and Girls Classic Graphic Garden Clogs Slip on Water Shoes(Toddler/Little Kids/Big Kids),Boys Sandals,Clothing,4.5,49.99,26.0
25.0,True,False,MaryRuth Organics,216,370694829,"MaryRuth's | Women's 40+ Multivitamin Liposomal| Liquid Liposomal | Vanilla Peach | Sugar Free, Vegan | 15.22 fl oz",MaryRuth Organics,Health and Medicine,4.3,28.49,3.54
104.0,True,False,Amay's,13,2872285813,Amay Grommet Top Blackout Curtain Panel Greyish White 72 Inch Wide by 120 Inch Long-1Panel,Shop Curtains,Home,5,130.0,26.0
17.1,True,False,TheLovely,14,3283891047,TheLovely Women & Plus Relaxed Fit Long Sleeve Round Neck & Hem Jersey Tee Shirt Top,Plus Size Activewear,Clothing,4.4,18.99,1.9
5.39,True,False,PNTUTB,1,1950697931,Pntutb Rollback and Clearance Summer Tee Tops for Women Solid Color Round Neck Sleeveless Casual Tank Top,Womens Tank Tops,Clothing,3,6.09,0.7
16.0,True,False,VALSOLE,31,1764748346,"Valsole orthopedic insoles supports the arch of the foot for heel pain, heel spurs, flat foot, plantar fasciitis, knee pain",Insoles,Health and Medicine,3.9,17.99,2.01
27.4,True,True,Parent's Choice,43691,871349337,"Parent's Choice Dry & Gentle Diapers Size 4, 192 Count (Select for More Options)",Size 4 Diapers,Baby,4.5,59.323,6.909000000000001
36.0,True,False,Bearsland,79,5057611924,Bearsland Female Long Sleeve Maternity Nursing Top Breastfeeding Shirts 3-Pack,Maternity Blouses & Shirts,Clothing,4.7,39.99,4.0
23.9,True,False,CALIPESSA,19,1037166405,CALIPESSA Drop Shoulder Cable Knit Pocket Patched Casual Long Sleeve Red Cardigan For Womens,Cardigans for Women,Clothing,4.3,31.99,8.09
20.0,True,False,TIYOMI,47,1184654530,TIYOMI Women's Plus Size Pants Full Length 3X Brown Ankle Leggings Stretchy Soft Casual Butt Fit Leggings Solid Color Bottom Autumn Winter Wear Out Pants 3XL 22W 24W,Plus Size Pants,Clothing,4.1,28.99,9.0
9.91,True,False,Bakell,9,689096319,"Bakell - Royal Gold Tinker Dust (5g, x1 Jar) Edible Glitter for Cake Decorating, Cupcakes, Cookies and Other Desserts",Metallic Decorative Baking,Party & Occasions,4.7,12.39,2.48
15.0,True,False,Star Wars,1,602748918,Men's Star Wars Yoda Best Dad Cartoon  Graphic Tee Kelly Green X Large,Men's Movies and TV Tees,Clothing,5,18.99,4.0
15.0,True,False,PatPat,1,5502936471,PatPat Girls Dress Shoes Party Sparkle Back to School Princess Shoes Girls Fashion Bow Tie Shiny Rhinestone Pearl Fairy Shoes Gift Toddler to Little Kids,Girls Dress Shoes,Clothing,5,28.99,14.0
25.8,True,False,Lookbook Store,90,1613734417,LookbookStore Women's Above Knee Length Tiered Babydoll Denim Dress Button Down A-Line Dress Roadknight Blue Size S,Womens Dresses,Clothing,4.3,40.29,14.49
10.4,True,False,Aiyino,5,1722962454,"Aiyino Women's Sleeveless Hollow Out Twist Bodycon Dress Wrap Slim Fit Party Evening Dresses L,Royal Blue",Party Dresses,Clothing,5,19.99,9.64
13.5,True,False,Leading Lady,50,956751660,The Lucille - Microfiber Lace Trim Bralette,Wireless Bras,Clothing,4.9,20.25,6.75
40.0,True,False,Stur,41,299112609,"Stur - Black Cherry, Liquid Water Enhancer Drink Mix, 1.62 fl oz Bottle (10 Pack)",Water Flavoring,Food,4.1,23.263749999999998,6.07625
8.88,True,False,Soapbox,3,2010024322,"Soapbox Moisture Multiplying Body Wash for Women & Men, All Skin Types, Watermelon + Peony, 20 oz",Women's Body Wash,Personal Care,5,29.99,21.11
46.6,True,False,Roaman's,49,1560005587,Roaman's Women's Plus Size Tall Invisible Stretch All Day Cargo Skirt,Womens Plus Skirts,Clothing,4.7,55.74,9.16
26.3,True,False,X Ray Jeans,72,287819116,"X RAY JEANS Mens Belted 18"" Inseam Below Knee Long Cargo Shorts, Grey, 36",Mens Cargo Shorts,Clothing,4.2,29.99,3.7
101.0,True,False,Amay's,5,2484456235,"Amay Blackout Double Pinch Pleat Curtain Panel Dark Green 50""W x 168""L- 1Panel",Shop Curtains,Home,5,126.0,25.2
19.7,True,False,Phenas,5,859305074,Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Tummy Control Swimsuit,Womens Plus Swimsuits,Clothing,3,22.99,3.3
15.0,True,False,CARETOO,2,5443068156,CARETOO Toddler Girl Clothes Outfits Casual Summer Plaid Shirt Shorts Headband Cotton Fabric 3pcs,Toddler Girls Outfit Sets,Clothing,5,24.99,10.0
42.7,True,False,iOhouze,269,5421172309,iOhouze Area Rug 4'x6' Washable Rugs with Rubber Backing Bedroom Rugs Natural Cotton Floor Carpet for Dining Room Kitchen Living Room Bedroom,All Area Rugs,Home,4.6,109.99,67.25
13.0,True,False,Junefish,301,1420686922,JuneFish Women's V-Neck Tee Summer Tshirts Casual Short Sleeve Tops Loose Blouse Fit Tunic,Tshirts for Women,Clothing,4.4,19.99,7.0
17.1,True,False,TheLovely,18,693758408,TheLovely Women & Plus Sleeveless Mock-TurtleNeck Pleated Top with Waistband,Halloween Themed Clothing,Party & Occasions,4.5,18.99,1.9
2.72,True,True,Gerber,1646,10294885,"Gerber Baby Snacks, Grain &amp; Grow Puffs, Strawberry Apple, Clean Label Project, 1.48 oz Canister",Baby Snack Foods,Baby,4.8,59.323,6.909000000000001
3.99,True,False,Fofosbeauty,3,3560683924,"Fofosbeauty 24pcs Press on False Nails Tips, Short Coffin Fake Nails, Short coffin Sweet & Clear Flower",Nails,Beauty,3.7,4.99,1.0
47.1,True,False,Swimsuitsforall,106,5215677549,Swimsuits for All Women's Plus Size Flowy Tankini Top,Womens Plus Swimsuits,Clothing,3.6,59.59,12.5
22.0,True,False,Cezoa,1,5344195287,Women's Summer Wide Leg Jumpsuits V Neck Sleeveless High Waist Vacation Linen Rompers Dressy,Denim Dressing,Clothing,1,25.68,3.69
35.0,True,False,Footed Pajamas,32,595025504,"Footed Pajamas - Family Matching Purple Dream Hoodie One Pieces for Boys, Girls, Men, Women and Pets - Kids - XSmall (Fits 3'10 - 4'1"")",Big Girls One-piece Pajamas,Clothing,4.4,44.95,10.0
13.0,True,False,Just Love,42,788450043,"Just Love Women Tie Dye Pajama Pants (Tie Dye Bright Spotty, 2X Plus)",Pajama Bottoms,Clothing,4.2,14.99,2.0
24.0,True,False,Ecetana,56,1995467623,Ecetana Mens Womens Water Shoes Quick Dry Barefoot Walking Beach Shoes,Womens Water Shoes,Clothing,4.2,28.99,5.0
27.2,True,False,VOUA,1368,896599636,"Comforter Full Red All Season Down Alternative, Cooling Quilted Duvet Insert, Bed Comforter with Corner Tabs, Washable Hypoallergenic Reversible Quilt",Down Alternative Comforters,Home,4.4,55.99,28.8
15.0,True,False,YDX,42,310097871,Cute Teen Girl Teen Girls's Distressed Torn Plus Size Skinny Jeans Light Blue Wash Plus Size 20,Juniors Jeans,Clothing,3.8,17.99,3.0
30.8,True,False,Clean & Clear,770,199440001,3 Pack - Clean & Clear Deep Action Cream Cleanser Oil-Free 6.50 oz Each,Clean & Clear,Beauty,4.2,34.46,3.69
86.4,True,False,Amay's,2,1695370897,Amay Rod Pocket Curtain Panel Draperies Ivory 72 Inch Wide by 72 Inch Long-1 Panel,Shop Curtains,Home,3,108.0,21.6
6.89,True,False,PNTUTB,1,1317644392,"Pntutb Womens Pants Clearance,Women's Solid Pants Comfortable Elastic High Waist Wide Leg Casual Loose Beach Pants Rollback",Plus Size Pants,Clothing,5,7.79,0.9
32.0,True,False,Ibtom Castle,24,5190064929,IBTOM CASTLE Flowers Girls Tulle Lace Dress for Kids Wedding Bridesmaid Pageant Birthday Party Communion Formal Princess Prom Maxi Gown 7-8 Years Dark Blue,Girls Dresses,Clothing,4.5,40.99,9.03
30.0,True,False,LifeStride,129,110779998,LifeStride Womens Mexico Strappy Wedge Sandals - Medium & Wide Width,High Heels,Clothing,4.4,43.99,14.0
16.2,True,False,Zenana,18,860549398,Zenana Women & Plus Size Smocked Waist Lightweight Casual Athletic Lounge Comfy Shorts,Womens Blouses,Clothing,4.1,17.99,1.8
45.0,True,False,Crocs,21495,5144555813,Crocs Unisex Baya Clog Sandals,Water Shoes,Clothing,4.7,54.99,10.0
24.0,True,False,Hobibear,231,2868760641,HOBIBEAR Kids Sneakers for Boys Running Shoes Lightweight Sport,Boys Athletic Shoes,Clothing,3.9,59.99,36.0
20.0,True,False,TIYOMI,47,6925859211,TIYOMI Ladies Plus Size Thickened Pants 4X Beige Casual Full Length Ankle Leggings Flesh Color High Waist Nude Leggings Butt Fit Bottom Pants Fall Winter Pants 4XL 24-26,Plus Size Pants,Clothing,4.1,25.99,6.0
20.0,True,False,Ginsiom,6,2716531748,Ginsiom Mens Jean Shorts Fashion Ripped Slim Rolled Denim Shorts,Mens Shorts,Clothing,3.8,27.98,8.0
25.5,True,False,Merci,64,112580004,merci Holiday 14.1oz,Boxed christmas chocolate,Food,4.4,23.263749999999998,6.07625
15.0,True,False,Fantaslook,388,6494751477,Fantaslook Womens Fall Tops Long Sleeve Shirts Casual Tunic Top Basic T Shirts Tees,Womens Tops,Clothing,4.4,69.99,55.0
69.0,True,False,Comfortview,1140,1204774750,Comfortview Heather Wide Calf Slouch Boot Mid Calf Women's Winter Shoes (Wide Widths Available),Womens Dress Boots,Clothing,4.3,82.92,13.93
14.0,True,False,Collections Etc,9,215916201,"Collections Etc Lightweight All Weather Waterproof Comfort Clogs | Flexible, Non Slip | Black, White | EVA | Ultra Comfortable | Easy to Wear | For Home or Office",Womens Petite Plus Size,Clothing,4,20.98,7.02
28.0,True,False,Dream Pairs,174,321811404,DREAM PAIRS Women's Open Toe Ankle Strap Casual Flatform Platform Sandals NUDE size 10,Wedges,Clothing,4.6,32.99,5.0
47.0,True,False,Angels Forever Young,17,2095981915,Angels Forever Young Women's 360 Sculpt Bootcut Jeans,Plus Size Jeans,Clothing,4.8,62.0,15.01
25.4,True,False,Garnier,8290,5664556275,"(3 pack) Garnier Nutrisse Nourishing Hair Color, 415 Soft Mahogany Dark Brown",Garnier Hair Care,Beauty,4.2,28.814999999999998,11.002
4.39,True,False,Abcnature,1,784626947,"Abcnature Women Leggings Shorts, Butt Lift Scrunch Textured Leggings Workout Shorts, Basic Slip Bike Shorts, High Waist Tummy Control Yoga Shorts Running Shorts Green 3XL",Womens Athletic Shorts,Clothing,1,5.39,1.0
50.4,True,False,Amay's,8,3927553601,Amay 800 Thread Count 100% Organic Cotton RV King Size 1PC Flat Sheet (102x108) Lavender Striped,Cooling Sheets,Home,5,56.0,5.6
24.0,True,False,JeenMata,298,729322559,JeenMata Pave Accented - 0.25 Carat Round Cut - Classic Wedding Band - 18K Black Gold Plating over Silver,Fine Jewelry,Jewelry,4.3,89.0,65.0
65.0,True,False,SOUL Naturalizer,90,5054051408,SOUL Naturalizer Womens Intro Ankle Strap Casual Flats - Medium & Wide Width,Womens Casual Shoes,Clothing,4.5,74.94,9.95
19.9,True,False,L'Oreal Paris,11308,5663974279,"(2 pack) L'Oreal Paris Feria Permanent Hair Color, 9V Pearl Blonde, 1 fl oz",Conditioning Hair Color,Beauty,3.8,28.814999999999998,11.002
10.5,True,False,LoyisViDion,30,786691113,LoyisViDion Woman Pants Clearance Women Casual Pants Cotton and Linen Solid Drawstring Elastic Waist Long Straight Pants White L,Womens Joggers,Clothing,3.6,11.98,1.45
32.0,True,False,Bare Home,283,1180696141,"Bare Home Luxury Duvet Cover and Sham Set - Premium 1800 Collection - Ultra-Soft - King/Cal King, Grid - Grey/White, 3-Pieces",Bedding Sets,Home,4.2,53.99,22.0
25.0,True,False,Avidlove,24,5327761690,Avidlove Women Button Down Pajama Sets Short Sleeve Shirt with Shorts 2 Piece Pjs Sets Soft Sleepwear Nightwear Button Up Notch Collar Loungewear Set,Young Adult Pajamas,Clothing,4.9,32.99,8.0
15.0,True,False,Aceur,44,1336755092,"ACEUR Trading Card Binder with 400 Side Loading Pockets,4 Pocket Trading Card Album Folder for TGC,MTG, Baseball Cards, Yugioh",Trading Card Binders & Sleeves,Collectibles,5,29.99,15.0
24.0,True,False,Ablanczoom,213,2637400158,Ablanczoom Womens Sandals Closed Toe Ankle Strap Comfort Summer Flats Sandals for Women Shoes,Womens Sandals,Clothing,4.3,32.99,9.0
15.0,True,False,Eytino,141,294549868,Eytino Plus Size Tops V Neck T Shirts Women Short Sleeve Tops Casual Summer Tshirts Loose Fit Tee Yellow 5X,Plus Size Tops,Clothing,4.2,24.89,9.9
24.7,True,False,Elegant Comfort,99,331844620,"Holiday Pattern 1500 Series Sheet set (6-Piece) Bedding Set, Queen, Burgundy Reindeer",Colored Sheets,Home,4.3,27.48,2.75
67.4,True,False,Jessica London,11,3824041405,Jessica London Women's Plus Size 2-Piece Stretch Knit Duster Set,Jessica London,Clothing,4.7,75.74,8.3
30.0,True,False,UVPLove,73,2747441586,UVPLOVE Womens 2023 Fall Casual Turtleneck Batwing-Sleeved Chunky Oversized Ribbed Knit Tunic Sweaters in Pullover Style,Womens Sweaters,Clothing,4.6,36.99,7.0
34.0,True,False,SANMADROLA,116,2570740977,Sanmadrola Sofa Covers Sectional Couch Loveseat Covers Throw Sofa Cover Sofa Slipcover for Most Shape Sofas Decor Cotton Polyester Blend Thick Throw Cover with Tassels,Slipcovers,Home,4,48.99,15.0
10.8,True,False,FabricLA,50,391028302,"""FabricLA Comfort Shaggy Luxury Soft Faux Fur Fabric Soft Trim Size, 60â x 4â inch Elegant Choice Ribbon (Ivory)""",Shop All Fabric,Arts Crafts & Sewing,3.9,16.77,5.99
11.0,True,False,Badger,48,910055282,"Badger Kids Sunscreen Stick SPF 35 with Mineral Zinc Oxide, Travel Size Sunscreen Stick for Kids, 97% Organic Ingredients, Reef Friendly, Broad Spectrum, Water Resistant, .65 oz",Mineral Sunscreen,Personal Care,4.3,14.99,4.0
19.9,False,False,Key Nutrients,1527,1226247035,"Key Nutrients Electrolytes Powder - Sweet Cherry-Pom Electrolyte Drink Mix - Hydration Powder - No Sugar, No Calories, Gluten Free - 40 Travel Packets",All Powdered Drink Mix,Food,4.8,39.0,19.12
5.94,True,False,L.A. COLORS,20,886368088,"L.A. Colors Long-lasting Moisture Cream Velvet Plush Lipstick, Exquisite",Lipstick,Beauty,4.3,28.814999999999998,11.002
26.0,True,False,TIYOMI,46,3926647654,TIYOMI Plus Size Black Tops For Women Snake Pattern Long Sleeve Button Blouses Raglan Snakeskin Sleeves Henley Crewneck Shirts Tee Loose Fit Tunics Fall Winter Casual Pullover XL 14W 16W,Plus Size Tops,Clothing,4.2,30.99,5.0
25.0,True,False,Wrangler,4,5323625259,"Wrangler Men's Big and Tall Plaid Woven Shirt ,Big Size Up To 6XL And Tall Size Up To 4XT",Mens Casual Button Down Shirts,Clothing,4,35.0,10.0
31.0,True,False,TheLovely,208,756191129,TheLovely Womens & Plus Stretch Cotton Fold-Over High Waist Bootcut Workout Flared Yoga Pants,Womens Workout Bottoms,Clothing,3.8,34.99,4.0
6.09,True,False,PNTUTB,1,1084361448,"Pntutb Womans Plus Size Clearance,Womens Shirt Tees Short Sleeve V-Neck T Shirt Tie-Dye T-Shirt Tops Blouse Gift Rollback",Womens Blouses,Clothing,5,6.89,0.8
10.1,True,True,L'Oreal Paris,853,10997171,"L'Oreal Paris Double Extend Tubing Mascara Lengthening in 2 Steps, Black",All Mascara,Beauty,4.3,28.814999999999998,11.002
14.9,True,False,UVPLove,206,5247352286,"Uvplove 3/4 Sleeve Blouses for Women Business Casual Elegant Chiffon V Neck Blouses Tops,US Size,Dark Green,M",Womens Blouses,Clothing,4.5,32.99,18.1
16.2,True,False,GaaiKei,3,3053955490,"GaaiKei 6 Pack Women's Invisible Seamless Hipster Panties Mid-Rise No Show Laser Cut Brief Underwear,Nude Size 5",Hipsters,Clothing,3,17.99,1.8
15.0,True,False,CPOKRTWSO,2,997055913,CPOKRTWSO Women's Plus Size Long Sleeve Tops Casual Floral Henley Tunic Blouse M-4XL,Plus Size Tops,Clothing,5,16.99,2.0
15.0,True,False,Riviera Sun,52,806310789,"Riviera Sun Rasta Short Sleeve Umbrella Dresses for Women 21929-S (Rasta 2, Medium)",Womens Dresses,Clothing,3.9,17.99,3.0
47.5,True,False,Great Bay Home,436,254849903,"Great Bay Home Extra Plush Plaid Fleece Warm & Cozy Sheet Set  (Full, Plaid Grey)",Colored Sheets,Home,4.8,54.99,7.47
150.0,True,False,Unique Loom,21,486409223,Unique Loom Midnight Bromley Rug Navy Blue/Ivory 9' x 12' Rectangle Medallion Shabby-Chic Perfect For Living Room Bed Room Dining Room Office,All Area Rugs,Home,4.8,254.83,104.84
52.0,True,False,Bella Vita,1,385780287,BELLA VITA Womens Beige Cushioned Stretch Stephanie Pointed Toe Kitten Heel Zip-Up Booties 10 N,Womens Booties,Clothing,5,90.0,38.02
16.0,True,False,Mezzati,23,691921425,Mezzati Luxury 1800 Prestige Soft and Comfortable Collection Bed Sheets Set Cal King Striped Gray,Colored Sheets,Home,4.2,20.03,4.01
7.94,True,False,Arrowhead Mills,135,28926816,Arrowhead Mills Puffed Rice Cereal 6 oz Pkg,Kids' Cereal,Food,4.6,23.263749999999998,6.07625
12.0,True,False,Pawmate,218,1435754084,"Pawmate Eliminate Tears Nutritious Dog Treats, Chicken Wrapped Sweet Potato for All Dogs, 11 oz",Rawhides,Pets,4.7,14.99,3.02
38.7,True,False,Wallflower,10,1939989912,WallFlower Women's Legendary Bootcut Mid-Rise Insta Stretch Juniors Jeans (Standard and Plus),Plus Size Jeans,Clothing,4.5,42.99,4.3
14.0,True,False,Dark and Lovely,2941,5664506341,"(2 pack) Softsheen-Carson Dark and Lovely Fade Resist Rich Conditioning Hair Color, Permanent Hair Dye, 377 Sunkissed Brown",Conditioning Hair Color,Beauty,4.4,28.814999999999998,11.002
69.3,True,False,Hauteloom,824,261700925,"Hauteloom Berber Shag Collection - Fishhook Farmhouse Entryway, Bedroom, Kitchen Shaggy Runner Rug with Tassel - Fluffy Plush High Pile Carpet - Southwestern Tribal Style - Beige, Black - 2'7"" x 7'3""",All Runner Rugs,Home,4.8,77.0,7.7
22.0,True,False,MINTREUS,83,5116316140,MINTREUS Women's Pajama Set Long Sleeve Sleepwear Ladies Soft Pjs Lounge Set,Womens Pajama Sets,Clothing,4.7,33.99,12.0
9.47,True,False,Revlon,1790,11994938,"Revlon ColorStay Overtime Longwearing Gloss Lipstick with Vitamin E, 270 Relentless Raisin, 0.07 fl oz",Lipstick,Beauty,4.3,28.814999999999998,11.002
41.4,True,False,Woman Within,269,887668036,Woman Within Women's Plus Size Thermal Knit A-Line Dress,Plus Size Dresses,Clothing,4.1,46.52,5.13
6.66,True,False,Gubotare,3,5768017984,"Gubotare Women's Bikini Top Bathing Suit V Neck Adjustable Spaghetti Straps Twist Front (Hot Pink,M)",Womens Swimsuit Tops,Clothing,3.3,9.27,2.61
24.0,True,False,Hobibear,189,2183881125,HOBIBEAR Boys and Girls Classic Graphic Garden Clogs Slip on Water Shoes(Toddler/Little Kids/Big Kids),Boys Sandals,Clothing,4.5,49.99,26.0
99.0,True,False,Heirloom Traditions Paints,33,2017664333,"ALL-IN-ONE Paint, Naples (Sunny Yellow), 128 Fl Oz Gallon. Durable cabinet and furniture paint. Built in primer and top coat, no sanding needed.",Yellow Paint,Home Improvement,4.5,129.99,30.99
9.63,True,False,Wassery,1,2968552747,Wassery Baby Girls Autumn Clothes 3 6 9 12 18 24 Months Infant Plaid Bear Print Long Sleeve Pullover Sweatshirt Elastic Waist Long Pants Set Newborn Outfits Tracksuits Set 0-24M,Baby Boys Casual Outfit Sets,Clothing,5,10.83,1.2
0.91,True,False,DPITYSERENSIO,11,1462273455,Dpityserensio 39.3In Flat Solid Color Shoe Laces 10+ Colours Shoelaces Football Boots Trainer Shoes Pink,Shoelaces,Household Essentials,4.2,5.22,4.31
36.0,True,False,FEDTOSING,101,2097897368,"FEDTOSING Relaxed Work Cargo Pants Outdoor Mens Pant Gray,Size 38×36",Mens Cargo Pants,Clothing,4.4,39.97,4.0
19.9,True,False,Suavecito,44,393101003,Suavecito Texturizing Powder 1.75 oz,Men's Styling Products,Personal Care,4.5,16.988,6.526000000000001
17.1,True,False,Zenana,15,182579201,Zenana Plus Size Relaxed Fit Long Sleeve Round Neck & Hem Jersey Tee Shirt Top,Womens Workwear Blouses,Clothing,4.4,18.99,1.9
44.5,True,False,Roaman's,49,301370849,Roaman's Women's Plus Size Invisible Stretch All Day Cargo Skirt,Womens Plus Skirts,Clothing,4.7,50.19,5.74
23.1,True,False,Chef Code,1,903463722,"Chef Code Combo Pack, Cool Breeze Cook Shirt and Elastic Waist Chef Pants, Red/Black, XS",Mens Work Uniforms,Clothing,5,32.99,9.9
3.97,False,True,Little Debbie,70,1624985447,"Little Debbie Nutty Bars Ice Cream Bars, 12 fl oz, 4 Count",Ice Cream Bars,Food,3.7,4.48,0.51
15.0,True,False,Made by Johnny,61,2178343909,Made by Johnny Women's Short Sleeve All Over Tie-Dye Tunic Top L BROWN,Womens Blouses,Clothing,4.4,18.75,3.79
15.0,True,False,UVPLove,119,3957741810,"Uvplove Women's Pocket Wide Leg Trousers Lightweight Pants High Waist Button Loose Trouser Work Casual Business Pants,US Size XX-Large in Black",Womens Pants,Clothing,4.4,35.0,20.01
20.0,True,False,Fantaslook,46,5016880831,Fantaslook Fall Sweatshirts for Women Crewneck Puff Sleeve Tops Fashion Shirts,Womens Sweatshirts & Hoodies,Clothing,4.4,69.99,50.0
10.4,True,False,New York & Company,1,5480667546,New York & Company Men's Tyler Wingtip Oxford,Mens Oxfords Shoes,Clothing,1,34.5,24.1
28.0,True,False,GUESS,1,1570467303,GUESS Womens White Lace Zippered Flounce-hem Lined Spaghetti Strap Sweetheart Neckline Knee Length Sheath Dress 4,Womens White Dresses,Clothing,5,37.99,10.0
17.0,True,False,Showmall,183,446599845,SHOWMALL Plus Size Tunic for Women Cold Shoulder Top Cream Leopard 2X Blouse Short Sleeve Clothing V Neck Shirts Summer Clothes,Plus Size Tops,Clothing,4.4,29.99,13.0
35.5,True,False,Vanity Fair,336,170712762,Women's Vanity Fair 75345 Beauty Back Full Coverage Underwire Bra (Sheer Quartz Stripe 34D),Underwire Bras,Clothing,4.5,52.22,16.76
11.0,True,False,Asklazy,142,5186308981,"Asklazy Women's Boho Tops Floral V Neck 3/4 Sleeve Cold Shoulder Blouse Shirts,US Size,Royal Blue,XL",Womens Blouses,Clothing,4.7,45.99,35.0
50.4,True,False,Amay's,1,1491092992,Amay 800TC Organic Cotton Twin Size Fitted Sheet ( 39X75 ) Fits Mattress Upto 10-12 inches Turquoise Stripe,Cooling Sheets,Home,5,56.0,5.6
20.0,True,False,Beverly Hills Polo Club,7,5506488018,"Beverly Hills Polo Club Girls School Uniform Skirt - 2 Pack Performance Scooter Skort for Girls, 4-16",Girls Uniform Bottoms,Clothing,4.3,22.98,3.0
15.0,True,False,SLADYGLO,309,957603867,Women Short Sleeve Crossed Surplice Button Tops,Womens Hoodies,Clothing,4.2,17.99,3.0
107.0,True,False,Amay's,11,2416048003,Amay Grommet Blackout Curtain Panel True Red 84 Inch Wide by 108 Inch Long -1Panel,Shop Curtains,Home,4.5,134.0,26.8
13.0,True,False,Cueply,121,5366405121,Cueply Women's Running Shorts High Waisted Athletic Gym Workout Shorts with Liner Zipper Pockets,Look Good While Working Out,Health and Medicine,4.2,29.99,17.0
35.5,True,False,Smallshow,58,1323968162,Smallshow Long Sleeve Pregnancy Shirts Tops Maternity Clothes for Women 3-Pack,Maternity T-Shirts,Clothing,4.7,39.49,3.95
52.2,True,False,Levi Strauss Signature,99,373130680,Levi's® Womens Plus Size '94 Baggy Jeans,Plus Size Jeans,Clothing,4.6,61.24,9.06
15.0,True,False,Aiyino,5,1974609871,Aiyino Women's V Neck Floral Spaghetti Strap Summer Casual Swing Dress with Pocket,Casual Dresses,Clothing,5,18.99,4.04
26.0,True,False,Allegra K,48,717290810,Allegra K Women's Floral V Neck Ruffled Flutter Sleeve Belt Wrap Midi Dress,Womens Dresses,Clothing,3.8,34.99,9.0
89.9,True,False,Amay's,5,3280135427,"Amay 100% Cotton 600-Thread Count 4-PCs Sheet Set Easily Fit upto 24 Inch Deep Pockets Stripe Pattern ( Queen, Chocolate )",Colored Sheets,Home,4.2,99.99,10.08
23.4,True,False,SGI bedding,14,994444000,"SGI Bedding 16 Inch Wrap Around Bed Skirt | Microfiber Bed Skirt | Fade Resistant, Wrinkle Free, Anti-static, Decorative, Extra Storage Space, Clutter-Free | Olympic Queen, Blood Red",Bed Skirts,Home,4.4,25.99,2.6
40.0,True,False,Mellanni,3472,234175198,"Mellanni Sheet Set Iconic Luxury Brushed Microfiber, Deep Pocket Sheet, 4 Piece King Paisley Gray",Colored Sheets,Home,4.8,53.97,14.0
26.0,True,False,SANMADROLA,49,5097979850,"Sanmadrola 100% Waterproof Couch Covers Non-Slip Sofa Cover with Elastic Straps&Silicone Backing&Pocket Washable Furniture Protector Slipcovers for Kids Pets Dogs, Beige, Chair",Couch Covers,Home,4.7,29.99,4.0
26.4,True,False,Kenneth Cole,18,146144209,Kenneth Cole Cooper Black for Men 3.4 oz EDT Spray,Cologne for Men,Beauty,4.9,82.0,55.59
150.0,True,False,Unique Loom,23,565535969,"Unique Loom Indoor Rectangular Oriental Traditional Area Rugs Beige/Gray, 9' 0 x 12' 0",All Area Rugs,Home,4.5,269.0,119.01
30.0,True,False,California Design Den,156,2002762091,"California Design Den Full Fitted Sheet Only, Softest 400 Thread Count 100% Cotton Sateen, Deep Pocket, All-Around Elastic, Side Indicators - Creamy White",Cotton Sheets,Home,4.5,34.99,5.0
26.0,True,False,IDOPIP,2,5270512071,IDOPIP Women Metallic Gold Liturgical Praise Dance Dress Long Sleeve Lyrical Dancewear Worship Dress,Womens Dresses,Clothing,5,29.99,4.0
28.0,True,False,UVN,127,3043754728,UVN Sweatsuits Womens 2pcs Sets Jogger Set Casual 2 Piece Outfit Striped Sweatshirts Long Tracksuits,Womens Activewear,Clothing,4.2,39.99,12.0
22.8,True,False,cllios,3,5230931476,cllios Sweatsuits for Women 2024 Spring Summer Two Piece Outfit Trendy Stripes Long Sleeve Crewneck Pullover Tops and Drawstring Long Pants Tracksuit Rose Gold XXXL,Womens Activewear,Clothing,4.7,26.81,4.02
15.0,True,False,Fantaslook,135,5340752441,Fantaslook Short Sleeve T Shirts for Women Crew Neck Side Split Tunic Tops Casual Summer Shirts,Plus Size Tshirts,Clothing,4.6,29.99,15.0
21.0,True,False,Stretch Is Comfort,30,524481378,Stretch Is Comfort Women's Cotton Biker Shorts Olive Green X-Large,Plus Size Activewear,Clothing,3.7,23.99,3.0
15.0,True,False,LovelyDaisy,5,1615288442,LovelyDaisy Plus Size Vintage Floral Print Sleeveless Rompers For Women Summer Casual Loose O Neck Jumpsuits Dark Blue L,Womens Jumpsuits,Clothing,1,28.96,13.97
