final_price,available_for_delivery,available_for_pickup,brand,review_count,product_id,product_name,category_name,root_category_name,rating,initial_price,discount
8.0,True,False,Russell Athletic,6,5242746669,"Russell Athletic Boys Active Woven Basketball Short, Sizes 4-18 & Husky",Shop all kids,Clothing,4.7,9.98,1.98
15.0,True,False,JWD,17,5278227251,JWD Womens Shirts Casual V Neck Tshirts Puff Short Sleeve Summer Tops Tunic Blouses Pink L,Womens Tops,Clothing,4.6,38.99,24.0
8.97,False,False,Softsoap,802,408608184,"Softsoap Hand Soap Tablets Sparkling Lavender, Refill Tablets (3 Count)",Hand Soaps,Personal Care,3.7,16.988,6.526000000000001
3.21,True,False,REYYOISKA,1,1226940529,Dessert Candy Card DIY Refrigerator Sticker Frosted Selfvadhesive Donut Sticker Sticker,Stickers,Arts Crafts & Sewing,5,11.23,8.02
60.3,True,False,Hauteloom,32,205242278,"Hauteloom Casablanca Collection Living Room Bedroom Area Rug - Cozy Moroccan Farmhouse Carpet - Black, Brown, Beige - 3'11"" x 5'7""",All Area Rugs,Home,5,67.0,6.7
28.0,True,False,Thermajohn,696,1160636802,Thermajohn Long Johns Thermal Underwear for Men Crewneck Set (XS-4XL),Mens Thermal Underwear,Clothing,4.7,39.99,12.0
10.8,True,False,Whippy,74,5353145797,"WHIPPY Women Leather Belt with Double Ring Buckle, Coffee Waist Belt for Jeans Dress",Belts,Clothing,4.8,11.99,1.2
14.0,True,False,SHEBA,1283,1728596655,"Sheba Perfect Portions Soft Pate Wet Cat Food Variety Pack For Kitten, 1.32 Oz (12 Pack)",All Cat Food,Pets,4.8,57.71888888888889,17.816666666666666
15.0,True,False,Wataxii,5,1215580783,Wataxii Tear Away Shorts for Men Post Surgery Adaptive Clothing Mens Basketball Shorts Athletic Workout Side Snaps Sweat Shorts Pants,Mens Workout Shorts,Clothing,5,19.99,5.0
73.0,True,False,Food to Live,39,189455189,"Organic Red Quinoa, 20 Pounds  Non-GMO, Raw, Kosher, Vegan  by Food to Live",Grains,Food,5,23.263749999999998,6.07625
6.97,True,False,Fruit of the Loom,106,921370451,Adult HD Cotton T-Shirt,Fruit of the Loom Mens T-Shirts,Clothing,4.4,7.86,0.89
11.0,True,False,flxxie,878,925909118,"Flxxie 1800 Count Double Brushed Microfiber Envelope Pillowcases Set of 2, King, 20"" x 36"", Purple",Pillowcases,Home,4.6,15.99,5.0
9.28,True,True,Vivarin,253,5158180497,"Vivarin Caffeine Pills (60 Ct) Safe and Effective Energy Support Helps You Stay Awake, No Calories",Pain Relief,Health and Medicine,4.6,41.65555555555555,14.507777777777777
146.0,True,False,Amay's,3,3084212208,"Amay Blackout Double Pinch Pleat Curtain Panel Drapes Brown 150""W x 96""L- 1Panel",Shop Curtains,Home,5,182.0,36.4
29.0,True,False,CoverMates,40,952556801,"Covermates Keepsakes - Dish Storage - Padded Protection - ID Window - Stain Resistant - Machine Washable - China Storage, Red",Dinnerware & Serving Storage,Home,4.8,34.99,6.0
29.2,True,False,Kingsize,10,6838112687,KingSize Men's Big & Tall Pajama Lounge Shorts,Big and Tall Pajama Bottoms,Clothing,4.4,47.44,18.24
15.0,True,False,Showmall,1503,705018473,SHOWMALL Plus Size Women Top 3/4 Sleeve Dark Green 2X Blouse Swing Tunic Lace Crewneck Maternity&nbsp; Loose Fitting T-Shirt for Leggings,Plus Size Tops,Clothing,4.4,18.99,4.0
126.0,True,False,SGI bedding,4,390197017,King Comforter Pinch Black 300 GSM Plush Siliconized Microfiber Fill Duvet Insert Box Stiched Quilted Fluffy Soft 600 TC Egyptian Cotton Shell with Piping & Pillowcases,Toddler Bedding Sets & Sheets,Baby,3,150.0,24.0
176.0,True,False,SHA CERLIN,381,5292671987,"SHA CERLIN White Queen Size Platform Bed Frame with Velvet Channel Headboard, Adult",Queen Beds,Home,4.9,499.99,323.7
15.0,True,False,Fantaslook,1210,6915065353,Fantaslook Womens Plus Size Tops Fall Long Sleeve Shirts Crew Neck Casual Loose Tunic Blouses,Plus Size Tops,Clothing,4.5,59.99,45.0
18.6,True,False,Soffe,24,187071360,Mens AUTHENTIC SHORT (B037),Womens Shorts,Clothing,2,28.12,9.56
24.1,True,False,Champion,123,40331232,"Champion Eco 9 oz. Pullover Hood (S700) Black, L",Mens Workout Clothing,Clothing,4.4,29.87,5.78
19.0,True,False,Eurivicy,10,702951316,"Women's Between-Seasons Jacket, Multiple Pockets, Short Boyfriend Coat",Womens Activewear,Clothing,3.6,43.89,24.9
30.0,True,False,Bearsland,14,5540168677,Bearsland Womens Maternity Shorts over Belly Pregnancy Yoga Workout Lounge Sleep Shorts with Pocket 3-Pack,Maternity Shorts,Clothing,4.6,36.99,7.0
15.0,True,False,Aiyino,5,1529931788,Aiyino Women's V Neck Floral Spaghetti Strap Summer Casual Swing Dress with Pocket,Casual Dresses,Clothing,5,16.99,2.04
14.0,True,False,PatPat,164,5287092459,"PatPat Floral Girl Dress Toddler Girl Clothes 2pcs Kid Sleeveless Dress and Short Sleeve Ruffled Cardigan Outfits Set, Ginger, 4-5 Years",Toddler Girls Outfit Sets,Clothing,4.7,33.99,20.0
66.3,True,False,Hermes,40,25519827,Hermes Terre D'Hermes Eau De Toilette Spray for Men 3.4 oz,Premium Cologne for Men,Premium Beauty,4.5,81.16,14.81
6.29,True,False,PNTUTB,15,1856819911,"Pntutb Womens Shorts Clearance,Women's Plus Size Summer Print Five Points Cotton Linen Pants Casual Shorts Rollback",Womens Plus Shorts,Clothing,2.5,7.19,0.9
106.0,True,False,Amay's,4,3198736704,"Amay 100% Cotton 600-Thread Count 4-PCs Sheet Set Easily Fit upto 21 Inch Deep Pockets Solid Grand King, White",White Sheets,Home,5,117.99,11.8
62.1,True,False,Amay's,1,3463158651,"Amay 800TC Organic Cotton Emperor Size Fitted Sheet ( 84X84 ) Fits Mattress Upto 18 inches, Royal Blue Solid",Cooling Sheets,Home,5,69.0,6.9
20.0,True,False,Mengpipi,2686,1530953176,"Mengpipi Women's Maxi Dresses Short Sleeve Long Casual Dresses Loose with Pockets, Colorful leaves-M(US 8-10)",Casual Dresses,Clothing,4.4,32.99,13.02
29.4,True,False,Gerber,18,1479601634,"Gerber Baby and Toddler Girl Knit Dresses, 2 Pack, Sizes 12 Months - 5T",Baby Girls Casual Dresses,Clothing,4.8,35.6,6.18
19.2,True,False,Gloria Vanderbilt,45,5205925876,"Gloria Vanderbilt Women's High Rise Slender Series Tummy Sculpt Culottes Jeans, 23"" Inseam",Womens Cropped Jeans,Clothing,4.5,24.98,5.76
12.0,True,False,Junefish,225,5571552882,JuneFish Women's Tops Summer Sleeve Shirts Eyelet T Shirt Hollow Casual Blouse,Plus Size Tops,Clothing,4.6,14.99,3.0
92.8,True,False,Amay's,2,2383459550,Amay Rod Pocket Curtain Panel Draperies Silver Grey 60 Inch Wide by 120 Inch Long-1 Panel,Shop Curtains,Home,3,116.0,23.2
5.09,True,False,PNTUTB,10,1571055544,"Pntutb Womens Clearance,Women's Plus Size Solid O-Neck Loose Short Sleeve T-Shirt Pullover Tops Rollback Clothes",Plus Size Tshirts,Clothing,2.8,5.79,0.7
40.0,True,False,Unique Loom,893,194099996,Unique Loom Rounded Trellis Frieze Rug Ivory/Gray 2' x 10' Runner Trellis Traditional Perfect For Bathroom Hallway Mud Room Laundry Room,All Runner Rugs,Home,4.8,49.52,9.53
9.87,True,False,Bagilaanoe,5,1184268274,Bagilaanoe Toddler Baby Boy One-Piece Swimsuit Print Long Sleeve Zipper Rashguard Swimwear 3M 6M 12M 2T 3T 4T 5T Kids Beach Pool Shorts Bathing Suit,Toddler Boys Swim Trunks,Clothing,5,11.04,1.17
50.0,True,False,Chun YI,28,587166337,"CHUN YI Stretch 2-Piece Checks Sofa Cover with Cushion Cover Slipcover, XL-Sofa, Teal",Couch Covers,Home,4.6,69.99,20.0
149.0,True,False,Bliss Rugs,313,138554336,Festival Contemporary 6.7' x 9.6' Multi-Color Polypropylene Indoor Area Rug,All Area Rugs,Home,4.7,268.89,120.39
18.0,True,False,NT Bay,124,744949530,"Ntbay Premium 1800 Series Microfiber Queen Fitted Sheet with Deep Pocket, Ultra Soft and Breathable Fitted Bed Sheet, 60x80 inches, Mint",Microfiber Sheets,Home,4.6,27.99,10.0
4.86,False,True,Tony's Chocolonely,79,182543171,Tony's Chocolonely 51% Dark Chocolate Bar with Almonds and Sea Salt,Chocolate Bars,Food,4.8,23.263749999999998,6.07625
13.0,True,False,Cueply,13,5413039029,Cueply Womens Summer Tops Short Sleeve V Neck Dressy Casual Chiffon Blouses T Shirts Tops,Womens Tops,Clothing,4.9,24.99,12.0
10.1,True,False,BELLA + CANVAS,101,949530610,The Bella + Canvas Unisex 3/4 Sleeve Baseball T-Shirt - WHITE/ MAROON - XS,Mens T-Shirts,Clothing,4.7,11.8,1.72
20.0,True,False,Keevoom,8,431812530,Keevoom Mens Slim Fit Dress Pants Casual Stretch Flat-Front Plaid Chinos Pants,Mens Pants,Clothing,4,28.86,8.88
16.0,True,False,Ocean Blues,7,5437274320,Ocean Blues Women's Halter Bikini Top Twist Bandeau Swimsuit Top Adjustable & Removable Straps Bikini Bathing Suits for Women,Womens Swimsuit Tops,Clothing,5,23.99,8.0
11.3,True,False,Sexy Dance,21,721445527,Sexy Dance Men Swim Trunks Shorts Pants Board Shorts Boardshorts Swimwear Swimsuit Beachwear Casual Surfing Swimming Bathing Suit Quick Dry Summer,Mens Swimwear,Clothing,4,18.99,7.73
9.06,True,False,TEMPTATIONS,1343,573614161,"Temptations Classic Blissful Catnip Flavor Crunchy And Soft Treats For Cats, 16 Oz Tub",All Cat Treats,Pets,4.7,57.71888888888889,17.816666666666666
30.0,True,False,Food to Live,15,259195843,"Organic Acerola Cherry Powder, 0.5 Pounds  Non-GMO, Raw, Vegan, Kosher  by Food to Live",Extracts & Flavoring,Food,4.9,23.263749999999998,6.07625
12.7,True,False,UVPLove,227,2042196381,Uvplove Women's Sleeveless Chiffon Tank Top Double Layers Casual Blouse Tunic,Womens Workwear Blouses,Clothing,4.6,29.99,17.3
10.6,True,False,Caroline's Treasures,1,2580740549,Summer Sunflowers Tricolor Sheltie Flag Garden Size,NFL Flags,Patio & Garden,5,14.19,3.57
44.0,True,False,Dr. Scholl's,26,129078929,Dr. Scholl's Womens Brianna Ankle Bootie - Medium & Wide Width,Womens Booties,Clothing,4.3,69.99,26.0
13.0,True,False,Anygrew,110,2720154126,Anygrew Womens Summer Casual T-Shirt V-Neck Sleeveless Tunic Tops for Leggings Loose Blouse Shirt,Womens Tank Tops,Clothing,4.7,39.99,27.01
22.5,True,False,TheLovely,81,348784401,3 Packs - Womens & Plus Sizes Basic Solid Long Length Adjustable Spaghetti Strap Tank Tops,Plus Size Lingerie,Clothing,4.2,24.99,2.5
25.2,True,False,Dearfoams,515,334681808,Dearfoams Women's Darcy Quilted Cuff Velour Clog House Slipper,Womens Shoes,Clothing,4.6,36.0,10.8
145.0,True,False,Luxe Weavers,2,1724059685,"Luxe Weavers Shag Plush Geometric Red 8x10 Area Rug, Indoor Carpet",All Area Rugs,Home,5,199.99,54.99
40.0,True,False,Roaman's,500,5318876832,Roaman's Women's Plus Size Petite Invisible Stretch Iconic Capri Jean,Plus Size Pants,Clothing,4.2,46.69,6.66
19.8,True,False,Made by Johnny,42,2166765925,Made by Johnny Women's Chic Tie Dye Palazzo Pants M AQUA,Womens Workwear Pants,Clothing,4.5,22.95,3.2
24.0,True,False,Special Kitty,1522,5329337627,"(12 pack) Special Kitty Turkey & Giblets Dinner Pate Wet Cat Food, 22 oz Can",Pate Wet Cat Food,Pets,4.4,57.71888888888889,17.816666666666666
16.6,True,False,flxxie,141,662186228,"Flxxie 1800 Count Soft Brushed Microfiber Flat Sheet, Shrinkage, Fade Resistant Bedding Top Sheet, Easy Care, Purple, Full, 81""x96"" with 4"" hem",Bed Sheets,Home,4.5,23.99,7.4
14.7,True,False,Iceglad,112,3572144286,Iceglad Polo Shirts for Men Short Sleeve Soft Cotton Collared Shirt,Mens Polo Shirts,Clothing,4.6,36.99,22.31
8.72,True,False,Barney Butter,51,242303426,"Barney Butter Almond Meal, 13 Oz",Meal Replacements,Health and Medicine,4.9,41.65555555555555,14.507777777777777
6.99,True,False,ASDOKLHQ,2,841317555,"asdoklhq Juniors Plus Blouses & Shirts, Women Printed Halter O-Neck Tank Sleeveless Casual Tee Tops Blouse",Womens Tops,Clothing,3,13.98,6.99
30.0,True,False,Whale Flotilla,48,5045669548,"Whale Flotilla 3-Piece King Quilt Set, Soft Embossed Bedding Set, Lightweight Bedspread Coverlet with Damask Vintage Pattern, Reversible Bed Cover for All Seasons, Bone",Kids' Quilts,Home,4.5,65.99,36.0
53.0,True,False,Yangming,648,3046604016,"Fabric Storage Dresser with 9 Drawers, Steel Frame & Wooden Top for Bedroom, Entryway, Nursery - Tall Chest of Drawers for Organizing Clothes, Shoes, Toys & More, Black",9 Drawer Dressers,Home,4.5,199.99,147.0
1.24,False,False,Golden Krust,10,389782477,"Golden Krust Jamaican Jerk Style Chicken Patty 1 Count, 5oz (Frozen)",Frozen Sandwiches,Food,4.2,23.263749999999998,6.07625
14.0,True,False,Mint's Colorful Life,89,229653852,"Mint's Colorful Life Butterfly Kite for Kids & Adults, Polyester Material Easy to Fly",Kites,Toys,4.5,16.99,3.0
36.1,True,False,Kingsize,24,555974352,KingSize Men's Big & Tall Comfort Flex Full Elastic Shorts,Big and Tall Shorts,Clothing,3.7,41.09,5.04
16.0,True,False,Drecage,96,3588670272,Drecage Toddler Boys Girls Cute Cartoon Clogs Kids Lightweight Garden Shoes Beach Pool Sandals,Toddler Sandals,Clothing,4.6,19.99,4.0
9.99,True,False,Amazing Formulas,24,512420879,Amazing Formulas Garlic Supplement,Garlic Pills,Health and Medicine,4.9,41.65555555555555,14.507777777777777
15.0,True,False,PatPat,1,5658552152,PatPat Girls Dress Shoes Party Sparkle Back to School Princess Shoes Girls Fashion Bow Tie Shiny Rhinestone Pearl Fairy Shoes Gift Toddler to Little Kids,Toddler Dress Shoes,Clothing,5,28.99,14.0
15.0,True,False,VIP Jeans,43,546469522,"VIP JEANS Teen Girls's Size Skinny Sleeveless Zip Jumpsuit Romper, Black Denim, Plus 24W",Juniors Rompers & Jumpsuits,Clothing,4.4,19.99,5.0
13.6,True,False,SHIBEVER,1038,5455085483,SHIBEVER Women T-Shirts Summer Short Sleeve Tops Casual Loose Tunic Tops Side Split Ladies Comfortable Crewneck Tops Blouse Purple M,Tshirts for Women,Clothing,4.5,19.99,6.4
62.8,True,False,Roaman's,34,978644343,Roaman's Women's Plus Size 360° Stretch Lace-Applique Jean,Plus Size Jeans,Clothing,4.5,71.11,8.35
13.5,True,False,TheLovely,11,5495892018,TheLovely Men & Women Long Sleeve Baseball Raglan Tee Shirt Top (S-3XL),All Baseball Gear & Equipments,Sports & Outdoors,4.4,14.99,1.5
40.8,True,False,Elila,22,176751313,Women's Elila 1303 Lace Wireless Soft-cup Bra (Black 44J),Plus Size Underwire Bras,Clothing,4.1,48.0,7.19
29.0,True,False,RAW X,1,273277798,"RAW X Men's Slim Fit Skinny Biker Jean, Comfy Flex Stretch Moto Wash Rip Distressed Denim Jeans Pants",Mens Slim Fit Jeans,Clothing,1,34.99,6.0
14.0,True,False,Fantaslook,1210,5548502355,Fantaslook Womens Plus Size Tops Tunic Short Sleeve Shirts Floral Blouses Loose Summer Tops,Womens Blouses,Clothing,4.5,39.99,26.0
15.0,True,False,Ibtom Castle,7,1133249439,IBTOM CASTLE Women Long Sleeve Metalic Shiny Leather Turtleneck One Piece Gymnastics Leotard Ballet Dancewear Athletic Train Top XS Black,Womens Blouses,Clothing,3.6,26.98,11.99
15.0,True,False,ZXSXSY,28,5159680172,ZXSXSY Women Sleeveless Square Neck Spaghetti Straps Solid Color Velvet Tank Top,Womens Tank Tops,Clothing,4,17.99,3.0
19.8,True,False,SGI bedding,14,103296377,"SGI Bedding 16 Inch Wrap Around Bed Skirt | Microfiber Bed Skirt | Fade Resistant, Wrinkle Free, Anti-static, Decorative, Extra Storage Space, Clutter-Free | Twin, Navy Blue",Bed Skirts,Home,4.4,21.99,2.2
29.1,True,False,BrylaneHome,2075,980677354,BrylaneHome BH Studio Sheer Voile Rod-Pocket Panel Pair,Shop Curtains,Home,4.6,33.33,4.22
21.6,True,False,Zenana,10,1921006587,Zenana Women & Plus Relaxed Drawstring Waist Draped Basic Maxi Skirts with Side Pockets,Womens Skirts,Clothing,4.6,23.99,2.4
23.0,True,False,Cueply,293,5110526365,Cueply Women Plus Size Pajamas Set Short Sleeve Pjs Sleepwear Loungewear Nightwear with Pockets,Plus Size Pajama Sets,Clothing,4.7,39.99,17.0
17.0,True,False,SIXHOME,526,1825469871,"SIXHOME Outdoor Mat Non Slip Doormat 17""x30"" Front Door Mat Absorbent Rubber Welcome Mat Low Profile Dirt Trapper Indoor Outdoor Doormat Thick Crosshatch Entryway Rug Outdoor Floor Mat Grey",Shop All Doormats,Home,4.6,24.99,8.0
35.9,True,False,L'Oreal Paris,6597,5661609857,"(3 pack) L'Oreal Paris Superior Preference Fade-Defying Unisex Permanent Hair Color, 7LA Lightest Auburn,1 Kit",Auburn Hair Color,Beauty,4.2,28.814999999999998,11.002
117.0,True,False,Amay's,5,2113674813,"Amay Blackout Double Pinch Pleat Curtain Panel Draperies Black 100""W x 96""L-1 Panel",Black Curtains,Home,4.2,146.0,29.2
6.19,True,False,PNTUTB,16,394232179,"Pntutb Womens Clearance,Plus Size Women's Print V Neck Short Sleeve Long T-Shirt Blouse Rollback",Plus Size Tops,Clothing,3.6,7.09,0.9
12.0,True,False,Phenas,10,109158823,Kamo Women Plus Size Bathing Suits Printed 2 Piece Flowy Swimsuits V Neck Tankini Swimwear for Ladies L-5XL,Womens Plus Swimsuits,Clothing,4,14.99,3.0
1.82,False,True,Pedigree,3522,126699313,"Pedigree Chopped Ground Dinner T-Bone Steak Wet Dog Food, 13.2 oz Can",All Dog Food,Pets,4.4,57.71888888888889,17.816666666666666
37.5,True,False,Roaman's,11,2038024335,Roaman's Women's Plus Size Tall Invisible Stretch All Day Bootcut Jean,Plus Size Jeans,Clothing,4.4,43.41,5.89
70.0,True,False,JONPONY,34,5498678230,"JONPONY Office Chair Armless Criss Cross Legged Chair with Wheels, Comfy Home Office Desk Chairs, Adjustable Swivel Padded Fabric Vanity Task Computer Chair,Light Brown",Desk Chairs,Home,4.4,199.99,130.0
49.5,True,False,Amay's,6,1923891914,"Amay 800 TC 100% Organic Cotton RV Short Queen Size 1Pc Fitted Sheet ( 60X75 ) Fits Mattress Upto 8-10 inches, Teal Solid",Cooling Sheets,Home,5,55.0,5.5
237.0,True,False,Bliss Rugs,9,795932094,Nature Novelty 9' x 12' Multi-Color Polypropylene Indoor Area Rug,All Area Rugs,Home,4.9,482.0,245.25
4.49,True,False,Fofosbeauty,25,5354771215,"Fofosbeauty 24pcs Press on False Nails,Fake Nails for New Year Valentine's Gift,Long Coffin French girly camellia bow",Nails,Beauty,3.3,4.99,0.5
20.0,True,False,Ablanczoom,32,5753314187,Ablanczoom Sandals Women: Women Flats Sandals for Dresses - Elastic Ankle Strap Flip Flops,Womens Flat Sandals,Clothing,4.6,28.99,9.0
73.0,True,False,Bare Home,25,381632255,"Bare Home Organic Cotton Duvet Cover Set - 300 Thread Count - Percale Weave - King/Cal King, Dusty Rose",Teens' Comforters Sets,Home,4.7,105.49,32.5
3.28,False,True,wet n wild,4,3402143185,wet n wild Color Icon 5 Pan Eye & Face Palette - Matte to Shimmer Glitter Full Bloomin',Shop All Top-Rated Beauty,Beauty,3.5,28.814999999999998,11.002
24.9,True,False,Ibtom Castle,9,2844883584,Women's 3/4 Sleeve V Neck Sequin Sparkle Glitzy Glam Wedding Party Dress Flapper Evening Club Cocktail Bodycon Clubwear L Purple,Bodycon Dresses,Clothing,3.3,39.99,15.05
31.5,True,False,Clara Clark,13108,951431493,"Clara Clark Full Size Deep Pocket 4 Piece Bed Sheets Set, 1800 Series Hotel Luxury Soft Microfiber, Burgundy Red",Sheet Sets,Home,4.6,56.99,25.5
89.0,True,False,Safavieh,32,990684483,"SAFAVIEH Madison Christabella Abstract Runner Rug, Grey/Orange, 2'2"" x 22'",All Runner Rugs,Home,4.5,103.8,14.82
9.99,True,False,BELLA + CANVAS,18,171887767,Bella Canvas Womens Jersey Tank Top 3480 Oatmeal Triblend m,Mens Workout Shirts,Clothing,4.7,11.44,1.45
54.4,True,False,Amay's,3,2110075117,Amay Blackout Grommet Curtain Panel Taupe 52 Inch Wide by 45 Inch Long- 1Panel,Shop Curtains,Home,5,68.0,13.6
77.4,True,False,Dee's Collection,2,1746820702,Olympic Queen Size Luxury Extrasoft 100% Supima Cotton 4 Piece Sheets Set in Hotel Quality Sateen Weave Golden Solid 15 Inch Deep Pocket,Toddler Bedding Sets & Sheets,Baby,3,85.99,8.6
14.7,True,False,Chef Code,33,269604557,"Chef Code Modern Fit Unisex Cargo Chef Pants, Elastic Waist, Houndstooth, Small",Mens Work Uniforms,Clothing,3.7,16.79,2.1
20.0,True,False,Jusfitsu,122,281970524,Jusfitsu Vintage One Piece Bathing Suit for Women Tummy Control Womens High Cut Ruched Swimsuits Bandeau Swimwear,Womens One-piece Swimsuits,Clothing,4.5,23.99,4.0
20.0,True,False,UVPLove,57,3329480014,Uvplove Women's Fall Long Sleeve Crew Neck Loose Lightweight Knitted Pullover Sweater dark khaki-l,Womens Sweaters,Clothing,4.5,32.99,13.0
27.7,True,False,Youxiang,6,615343705,JINYU Mens Suit Slim 3-Piece Suit Blazer Business Wedding Party Jacket Vest & Pants,Mens Tuxedos,Clothing,3.3,30.75,3.08
46.5,True,False,Bariatricpal,11,848798939,"BariatricPal Divine ""Lite"" Protein & Fiber Bars - Peanut Pretzel Size: 3-Pack",Shop all Snack Bars,Food,4.4,55.47,9.0
11.0,False,False,essie,2511,56178185,"essie Treat Love Color Nail Polish, 08 Laven Dearly, 0.46 fl oz Bottle",Essie Nail Polish,Beauty,4.3,13.0,2.03
15.0,True,False,Siliteelon,9,5570308806,Siliteelon Womens Short Sleeve Work Blouses Cotton Button Down Shirts Slim Fit,Womens Workwear Blouses,Clothing,4.2,17.99,3.0
24.1,True,False,LA Linen,1,54973396,"LA Linen Polyester Gingham Checkered 58 by 58-Inch Square Tablecloth, Lime and White",Fabric Tablecloths,Home,5,26.97,2.9
11.8,True,False,Eurivicy,211,968072447,Eurivicy Women's Plus Size T Shirts Summer Short Sleeve Pullover Tunic Tops,Plus Size Tshirts,Clothing,3.2,16.99,5.19
17.0,True,False,Star Wars,1,213773091,Men's Star Wars: The Mandalorian The Child Starry Night  Long Sleeve Shirt Black Medium,Men's Movies and TV Tees,Clothing,1,20.99,4.0
15.0,True,False,TIYOMI,73,5235534483,TIYOMI Ladies Plus Size Tops Hot Pink Guipure Blouses Summer Short Sleeve 4X Lace Trim V Neck T-shirts Casual Basic Solid Tee Spring Tunics 4XL 24W 26W,Plus Size Tops,Clothing,4.3,20.69,5.7
44.9,True,False,Hard Tail,11,5955601910,"Hard Tail Women's French Terry Sweatshirt and Pant Set, 2-Piece, Sizes S-3X",Womens Two Piece Sets,Clothing,4.2,54.88,10.0
50.4,True,False,Amay's,1,3265623525,Amay 800TC Organic Cotton Full Size Fitted Sheet ( 54X75 ) Fits Mattress Upto 10-12 inches Burgundy Stripe,Cooling Sheets,Home,5,56.0,5.6
26.0,True,False,ZXSXSY,200,197238518,ZXSXSY Plaid Knit Tank Y2k Vest for Women Sleeveless V-Neck Cropped Top Button Vintage Casual Streetwear,Womens Tops,Clothing,4.1,43.98,17.99
11.0,False,False,Parodontax,485,789911031,"Parodontax Active Gum Repair Whitening Toothpaste -  Mint Flavor, 3.4 oz",Whitening Toothpaste,Personal Care,4.6,12.98,1.97
18.7,True,False,Gildan,5482,661900017,Gildan Unisex Heavy Blend Fleece Hooded Sweatshirt,Mens Hoodies,Clothing,4.6,21.12,2.43
48.0,True,False,HIG,204,5858797783,"HIG 8 PCS Modern Comforter Set with Sheets All Season Bed in a Bag, Dusty Blue, Queen Size",Bed In A Bag,Home,4.4,99.99,52.0
26.0,True,False,Game Development Group,87,944493507,"50 x 84 in. Tranquil Lined Grommet Window Curtain Panel, Tan",Shop Curtains,Home,4.6,29.72,3.73
25.0,True,False,Wrangler,4,5449602367,"Wrangler Men's Big and Tall Plaid Woven Shirt ,Big Size Up To 6XL And Tall Size Up To 4XT",Mens Casual Button Down Shirts,Clothing,4,35.0,10.0
29.4,True,False,Feancey,1,5255412427,Mens Fleece Linede Hoodie Jacket Winter Casual Plaid Flannel Shirts Jacket Long Sleeve Plush Thicken Hooded Thermal Coats with Pockets,Men's Character Shop,Clothing,5,36.95,7.56
24.0,True,False,JeenMata,298,811731224,JeenMata Pave Accented - 0.25 Carat Round Cut - Classic Wedding Band - 18K Black Gold Plating over Silver,Fine Jewelry,Jewelry,4.3,89.0,65.0
13.0,True,False,IDOPIP,1,1828984385,IDOPIP Baby Boys Formal Suit Gentleman Set Short Sleeve Romper Suspenders Shorts Pants Bowtie Tuxedo Outfits,Boys Outfit Sets,Clothing,5,15.96,2.97
26.0,True,False,TIYOMI,46,5000566387,TIYOMI Plus Size Womens 5X Tops Criss Cross Floral Long Sleeve V Neck Tees Iris Loose Fit Shirts Early Spring Fall Winter Tunic 5XL 26W 28W,Plus Size Tops,Clothing,4.2,30.99,5.0
36.0,True,False,Bruno Marc,177,781970403,Bruno Marc Mens Classic Oxfords Shoes Fashion Casual Leather Shoes for Men Lace Up Comfort Oxford Shoes Lg19008M Tan Size 8.5,Mens Oxfords Shoes,Clothing,4.8,39.99,4.0
15.0,True,False,TIYOMI,56,5399113664,TIYOMI Plus Size 5X One Piece Swimsuit For Women Nave Blue Swimwear Ruffled Deep V Neck Suits Tummy Control Bathing Suits 5XL 26W 28W,Young Adult Swimsuits,Clothing,4.7,22.99,8.0
33.0,True,False,Ginger Lyne Collection,173,685474764,Wedding Ring Set for Women Halo CZ 14 Kt Gold Sterling Silver Engagement Ring Ginger Lyne Collection,Gemstone Engagement Rings,Jewelry,4.3,38.99,6.0
10.3,True,False,Bali,713,188574478,Bali Comfort Revolution Hi-Cut Brief Microfiber Womens Underwear Full Coverage Style-303J,Womens Panties,Clothing,4.4,12.0,1.68
20.0,True,False,Woman Within,377,3051626681,Woman Within Women's Plus Size Perfect Printed Three-Quarter-Sleeve V-Neck Tunic,Plus Size Tops,Clothing,4.3,27.35,7.4
17.1,True,False,Zenana,17,1049286646,Zenana Plus Size Brushed Microfiber Mock Turtleneck Long Sleeve Lightweight Tee Shirt Top,Womens Workwear Blouses,Clothing,3.8,18.99,1.9
26.0,True,False,TIYOMI,46,3944381326,TIYOMI Women's Plus Size Tops Leopard Long Sleeve Blouse 3X V Neck Button Down Shirts Black White Cheetah Pullover Loose Fit Knitted Tee Animal Autumn Winter Tunics 3XL 22W 24W,Plus Size Tops,Clothing,4.2,30.99,5.0
5.89,True,False,Follure Clothing,1,642212399,"One Piece Swimsuits for Women Off Shoulder Solid Bathing Suits Beachwear Tummy Control Push Up Swimwear,Suitable for Holiday, Travel and Seaside",Womens One-piece Swimsuits,Clothing,1,7.89,2.0
19.0,True,False,Chiclily,1785,2149072964,"Chiclily Women's Wide Leg Lounge Pants with Pockets Lightweight High Waisted Adjustable Tie Knot Loose Trousers, US Size Medium in Blue Gray",Womens Wide Leg Pants,Clothing,4.7,32.99,14.0
6.99,True,False,PNTUTB,64,1317394371,"Pntutb Womens Clearance,Men Pants Pants Sweatpants Hip-Hop Pants Legging Padded Casual Pants Rollback Clothes",Mens Sweatpants,Clothing,4,7.99,1.0
29.0,True,False,BZEES,114,5258541526,Bzees Womens Cabana Slip On Wedge Flip-Flops,Womens Flip Flops,Clothing,4.2,34.99,6.0
